"subj","condition","cause","vign","knowledge","outcome","norm"
"R_sXamn1JkfIs4AIV","MKB",6,2,"Knowledge","Bad Outcome","Morality"
"R_2TsMSYrtevm9OTP","MKB",3,2,"Knowledge","Bad Outcome","Morality"
"R_Ab2xg2MwPtJ2uNr","MKB",5,2,"Knowledge","Bad Outcome","Morality"
"R_3MmM3XBJgTiSVic","MKB",5,2,"Knowledge","Bad Outcome","Morality"
"R_1gHDsO0nNiXRFFg","MKB",4,2,"Knowledge","Bad Outcome","Morality"
"R_573ddSfN4F8ClSV","MKB",5,2,"Knowledge","Bad Outcome","Morality"
"R_1nO57m94xGmCJ2B","MKB",3,2,"Knowledge","Bad Outcome","Morality"
"R_ah0IF43LPgzk95D","MKB",6,2,"Knowledge","Bad Outcome","Morality"
"R_1BPi1CzDcKKEgJ7","MKB",7,2,"Knowledge","Bad Outcome","Morality"
"R_1QYrsywNCa55XuV","MKB",3,2,"Knowledge","Bad Outcome","Morality"
"R_2EgZgOKousZ5gQd","MKB",6,2,"Knowledge","Bad Outcome","Morality"
"R_1Pd6NnGURFCmKUa","MKB",6,2,"Knowledge","Bad Outcome","Morality"
"R_3CCzfCWYIBuIdAJ","MKB",7,2,"Knowledge","Bad Outcome","Morality"
"R_125tTIS0YdXyT0k","MKB",4,2,"Knowledge","Bad Outcome","Morality"
"R_724ywM1GDqAVGff","MKB",5,2,"Knowledge","Bad Outcome","Morality"
"R_2zjVqumrDknmrfN","MKB",4,2,"Knowledge","Bad Outcome","Morality"
"R_bmvHIpDeKEtK8Ct","MKB",7,2,"Knowledge","Bad Outcome","Morality"
"R_123Y1lNiyTGvkuR","MKB",2,2,"Knowledge","Bad Outcome","Morality"
"R_2WxnywwNuEbwNb4","MKB",4,2,"Knowledge","Bad Outcome","Morality"
"R_Rnb4jHDN9SMgRFf","MKB",7,2,"Knowledge","Bad Outcome","Morality"
"R_1QbCeEijlxNJDb7","MKB",7,2,"Knowledge","Bad Outcome","Morality"
"R_3m9mguyut5qVssf","MKB",6,2,"Knowledge","Bad Outcome","Morality"
"R_r7q1XXPTW8nQxFf","MKB",5,2,"Knowledge","Bad Outcome","Morality"
"R_2Xhdc4njFbGcgew","MKB",7,2,"Knowledge","Bad Outcome","Morality"
"R_bIcyzXOO7YOhjhf","MKB",7,2,"Knowledge","Bad Outcome","Morality"
"R_3Ed5IerPwhQJPn8","MKB",7,3,"Knowledge","Bad Outcome","Morality"
"R_12AaHsymVF0r3kD","MKB",6,3,"Knowledge","Bad Outcome","Morality"
"R_1nOp86S07OpINY5","MKB",7,3,"Knowledge","Bad Outcome","Morality"
"R_pDW7Z2tWXxf2hLH","MKB",7,3,"Knowledge","Bad Outcome","Morality"
"R_2TsMSYrtevm9OTP","MKB",3,3,"Knowledge","Bad Outcome","Morality"
"R_2V8fHzkU1mlywu9","MKB",6,3,"Knowledge","Bad Outcome","Morality"
"R_xz1atBjzqASxMQx","MKB",7,3,"Knowledge","Bad Outcome","Morality"
"R_1MLDOOhzfY2qI4w","MKB",5,3,"Knowledge","Bad Outcome","Morality"
"R_1duVPQxVjrpg2Hr","MKB",7,3,"Knowledge","Bad Outcome","Morality"
"R_2a9cjKqSNhYEDUJ","MKB",1,3,"Knowledge","Bad Outcome","Morality"
"R_27ydlW4vb3gpoVu","MKB",7,3,"Knowledge","Bad Outcome","Morality"
"R_aXWWVtQ1sWX7ail","MKB",4,3,"Knowledge","Bad Outcome","Morality"
"R_2WGp2Bosxrgw2VO","MKB",7,3,"Knowledge","Bad Outcome","Morality"
"R_2ScebHCzhakr6VH","MKB",7,3,"Knowledge","Bad Outcome","Morality"
"R_2azgkYkeDbPTA9w","MKB",7,3,"Knowledge","Bad Outcome","Morality"
"R_1NyKhqJUXO4bp6s","MKB",6,3,"Knowledge","Bad Outcome","Morality"
"R_1FrXc9PHBSpw9oq","MKB",6,3,"Knowledge","Bad Outcome","Morality"
"R_dasRi2FWsgVJdZL","MKB",7,3,"Knowledge","Bad Outcome","Morality"
"R_bmvHIpDeKEtK8Ct","MKB",7,3,"Knowledge","Bad Outcome","Morality"
"R_3OesKoqEYrnf0Sr","MKB",7,3,"Knowledge","Bad Outcome","Morality"
"R_2pRnwxbt0bDbkCQ","MKB",3,3,"Knowledge","Bad Outcome","Morality"
"R_pACj46av4J5QKkN","MKB",1,3,"Knowledge","Bad Outcome","Morality"
"R_yKKVqms1o43RESl","MKB",7,3,"Knowledge","Bad Outcome","Morality"
"R_2fJvf7yIhJls2DZ","MKB",6,3,"Knowledge","Bad Outcome","Morality"
"R_1qg13sW0PSdwwpT","MKB",5,3,"Knowledge","Bad Outcome","Morality"
"R_3NCkpKh6QruXNnj","MKB",7,3,"Knowledge","Bad Outcome","Morality"
"R_C9bVRuRO9QwhgfT","MKB",7,3,"Knowledge","Bad Outcome","Morality"
"R_2qEIhW1LJLQ4mbV","MKB",3,4,"Knowledge","Bad Outcome","Morality"
"R_1nOp86S07OpINY5","MKB",7,4,"Knowledge","Bad Outcome","Morality"
"R_2TsMSYrtevm9OTP","MKB",6,4,"Knowledge","Bad Outcome","Morality"
"R_24B5lPuhJV6qo7q","MKB",7,4,"Knowledge","Bad Outcome","Morality"
"R_2SGlBy7b05SaXmr","MKB",3,4,"Knowledge","Bad Outcome","Morality"
"R_31ivQ3pcdPTpctX","MKB",5,4,"Knowledge","Bad Outcome","Morality"
"R_xyK9eEn7VQCIaEV","MKB",7,4,"Knowledge","Bad Outcome","Morality"
"R_C78K8ShmVgH6Ekp","MKB",5,4,"Knowledge","Bad Outcome","Morality"
"R_R9VMB27bkUrh5Dz","MKB",6,4,"Knowledge","Bad Outcome","Morality"
"R_uadPIK4wYtfAl7r","MKB",6,4,"Knowledge","Bad Outcome","Morality"
"R_2B3e8M5TDAmowSS","MKB",7,4,"Knowledge","Bad Outcome","Morality"
"R_3plgGlDMYATjG6G","MKB",4,4,"Knowledge","Bad Outcome","Morality"
"R_ymfgN6eeC2D56Qp","MKB",3,4,"Knowledge","Bad Outcome","Morality"
"R_3CCzfCWYIBuIdAJ","MKB",7,4,"Knowledge","Bad Outcome","Morality"
"R_yQ2SypcIcQ3bz5T","MKB",4,4,"Knowledge","Bad Outcome","Morality"
"R_bmvHIpDeKEtK8Ct","MKB",7,4,"Knowledge","Bad Outcome","Morality"
"R_1gdq5PPbWdh4hR2","MKB",4,4,"Knowledge","Bad Outcome","Morality"
"R_2pRnwxbt0bDbkCQ","MKB",5,4,"Knowledge","Bad Outcome","Morality"
"R_2WxnywwNuEbwNb4","MKB",6,4,"Knowledge","Bad Outcome","Morality"
"R_2qjuUL2StXvHGf5","MKB",5,4,"Knowledge","Bad Outcome","Morality"
"R_pACj46av4J5QKkN","MKB",7,4,"Knowledge","Bad Outcome","Morality"
"R_6QjEqNKOSz3crZL","MKB",7,4,"Knowledge","Bad Outcome","Morality"
"R_3F20Mg3DCzK3WoH","MKB",5,4,"Knowledge","Bad Outcome","Morality"
"R_1Q64uNkQT3c3SGT","MKB",4,4,"Knowledge","Bad Outcome","Morality"
"R_33dwpKJwhyNnADX","MKB",6,4,"Knowledge","Bad Outcome","Morality"
"R_1lzMCnWGOUieQV1","MKB",7,4,"Knowledge","Bad Outcome","Morality"
"R_1g0IwzbEJjwNJcd","MKB",5,4,"Knowledge","Bad Outcome","Morality"
"R_2uWnFWiclkxHsdR","MKB",6,5,"Knowledge","Bad Outcome","Morality"
"R_2TGf9huZmz4U0g9","MKB",5,5,"Knowledge","Bad Outcome","Morality"
"R_24B5lPuhJV6qo7q","MKB",7,5,"Knowledge","Bad Outcome","Morality"
"R_2V8fHzkU1mlywu9","MKB",6,5,"Knowledge","Bad Outcome","Morality"
"R_sBxLDEtrhuhNhHr","MKB",7,5,"Knowledge","Bad Outcome","Morality"
"R_1duVPQxVjrpg2Hr","MKB",7,5,"Knowledge","Bad Outcome","Morality"
"R_pa7PJoJkMI2R1Xb","MKB",7,5,"Knowledge","Bad Outcome","Morality"
"R_3dXLUOIfVgHhCQP","MKB",6,5,"Knowledge","Bad Outcome","Morality"
"R_3kwbWTV6WYeXiRJ","MKB",7,5,"Knowledge","Bad Outcome","Morality"
"R_2B3e8M5TDAmowSS","MKB",7,5,"Knowledge","Bad Outcome","Morality"
"R_1Gy4qLlgNT8TLyi","MKB",7,5,"Knowledge","Bad Outcome","Morality"
"R_6RVVURvFODNlQVH","MKB",4,5,"Knowledge","Bad Outcome","Morality"
"R_3en13rtohCNzfdm","MKB",7,5,"Knowledge","Bad Outcome","Morality"
"R_125tTIS0YdXyT0k","MKB",7,5,"Knowledge","Bad Outcome","Morality"
"R_2zjVqumrDknmrfN","MKB",4,5,"Knowledge","Bad Outcome","Morality"
"R_2dLp2F09dt3Hyb8","MKB",6,5,"Knowledge","Bad Outcome","Morality"
"R_3j7AZJBf7iTRT3T","MKB",3,5,"Knowledge","Bad Outcome","Morality"
"R_3hcDhtRRJvUxHMi","MKB",7,5,"Knowledge","Bad Outcome","Morality"
"R_1eQBbr1lnGQjYxo","MKB",7,5,"Knowledge","Bad Outcome","Morality"
"R_27erXg8m0NLzg4G","MKB",7,5,"Knowledge","Bad Outcome","Morality"
"R_2sZxty3oPeJquT5","MKB",5,5,"Knowledge","Bad Outcome","Morality"
"R_r6bVJxiBs4nFcB3","MKB",6,5,"Knowledge","Bad Outcome","Morality"
"R_1pALeLwV6RZt8Nd","MKB",2,5,"Knowledge","Bad Outcome","Morality"
"R_2bUzt3glVBmuTKT","MKB",6,5,"Knowledge","Bad Outcome","Morality"
"R_WewcJEbGnNM4e6B","MKB",5,5,"Knowledge","Bad Outcome","Morality"
"R_qRb7sqzinDRS86Z","MKB",6,5,"Knowledge","Bad Outcome","Morality"
"R_C9bVRuRO9QwhgfT","MKB",5,5,"Knowledge","Bad Outcome","Morality"
"R_1hT0EDXw3S1Bg02","MKB",4,6,"Knowledge","Bad Outcome","Morality"
"R_1N8HoWlcRZIXsjJ","MKB",5,6,"Knowledge","Bad Outcome","Morality"
"R_sXamn1JkfIs4AIV","MKB",1,6,"Knowledge","Bad Outcome","Morality"
"R_W7qSRp02JiEp8D7","MKB",5,6,"Knowledge","Bad Outcome","Morality"
"R_1otElFglT4OlsWj","MKB",6,6,"Knowledge","Bad Outcome","Morality"
"R_2V8fHzkU1mlywu9","MKB",5,6,"Knowledge","Bad Outcome","Morality"
"R_2YVCOUZc8CMtApb","MKB",4,6,"Knowledge","Bad Outcome","Morality"
"R_qK6xk189C9FtaeZ","MKB",5,6,"Knowledge","Bad Outcome","Morality"
"R_9yr6t9nPRhklN9D","MKB",4,6,"Knowledge","Bad Outcome","Morality"
"R_qWT7mrr0GirDxW9","MKB",7,6,"Knowledge","Bad Outcome","Morality"
"R_R9VMB27bkUrh5Dz","MKB",2,6,"Knowledge","Bad Outcome","Morality"
"R_3GiYtsszDP6zp4O","MKB",7,6,"Knowledge","Bad Outcome","Morality"
"R_2B3e8M5TDAmowSS","MKB",6,6,"Knowledge","Bad Outcome","Morality"
"R_3en13rtohCNzfdm","MKB",7,6,"Knowledge","Bad Outcome","Morality"
"R_yQ2SypcIcQ3bz5T","MKB",2,6,"Knowledge","Bad Outcome","Morality"
"R_3GoB7ViKQOlkkNF","MKB",6,6,"Knowledge","Bad Outcome","Morality"
"R_1CBLxsYVIDAFOU0","MKB",3,6,"Knowledge","Bad Outcome","Morality"
"R_2OHF0g0x8vRHkKm","MKB",6,6,"Knowledge","Bad Outcome","Morality"
"R_2pRnwxbt0bDbkCQ","MKB",5,6,"Knowledge","Bad Outcome","Morality"
"R_3D7m5svTQZjuPX5","MKB",7,6,"Knowledge","Bad Outcome","Morality"
"R_1GZC3KjYRqvoYBs","MKB",7,6,"Knowledge","Bad Outcome","Morality"
"R_6QjEqNKOSz3crZL","MKB",5,6,"Knowledge","Bad Outcome","Morality"
"R_2bUzt3glVBmuTKT","MKB",6,6,"Knowledge","Bad Outcome","Morality"
"R_3im54uYdtSp6K75","MKB",2,6,"Knowledge","Bad Outcome","Morality"
"R_2U4R9YVCRv7PyJx","MKB",7,6,"Knowledge","Bad Outcome","Morality"
"R_2Xhdc4njFbGcgew","MKB",6,6,"Knowledge","Bad Outcome","Morality"
"R_12AaHsymVF0r3kD","MKB",4,7,"Knowledge","Bad Outcome","Morality"
"R_2TZusYTZNboEc5A","MKB",7,7,"Knowledge","Bad Outcome","Morality"
"R_2QhMoGlC9lopDQi","MKB",6,7,"Knowledge","Bad Outcome","Morality"
"R_1otElFglT4OlsWj","MKB",5,7,"Knowledge","Bad Outcome","Morality"
"R_30d6TXVvJCWtFF1","MKB",6,7,"Knowledge","Bad Outcome","Morality"
"R_1OxBc5JRpdsUWJI","MKB",5,7,"Knowledge","Bad Outcome","Morality"
"R_sBxLDEtrhuhNhHr","MKB",7,7,"Knowledge","Bad Outcome","Morality"
"R_XoxXTgu2TAUvCNj","MKB",7,7,"Knowledge","Bad Outcome","Morality"
"R_9yr6t9nPRhklN9D","MKB",4,7,"Knowledge","Bad Outcome","Morality"
"R_3IaQV5yvHu8Kxyk","MKB",7,7,"Knowledge","Bad Outcome","Morality"
"R_C78K8ShmVgH6Ekp","MKB",5,7,"Knowledge","Bad Outcome","Morality"
"R_27ydlW4vb3gpoVu","MKB",6,7,"Knowledge","Bad Outcome","Morality"
"R_ah0IF43LPgzk95D","MKB",7,7,"Knowledge","Bad Outcome","Morality"
"R_1lg8l81mPP3UA5N","MKB",7,7,"Knowledge","Bad Outcome","Morality"
"R_3oYrx7IsI9AizOA","MKB",7,7,"Knowledge","Bad Outcome","Morality"
"R_2v7aWFNvkA7EDQ8","MKB",7,7,"Knowledge","Bad Outcome","Morality"
"R_3EAAd5eCI3Wdlp1","MKB",5,7,"Knowledge","Bad Outcome","Morality"
"R_123Y1lNiyTGvkuR","MKB",6,7,"Knowledge","Bad Outcome","Morality"
"R_0VpOup1evmpwxKp","MKB",5,7,"Knowledge","Bad Outcome","Morality"
"R_0fDcI1J6tmbWSNX","MKB",6,7,"Knowledge","Bad Outcome","Morality"
"R_2sZxty3oPeJquT5","MKB",5,7,"Knowledge","Bad Outcome","Morality"
"R_3gV8b7Tp51omQcF","MKB",2,7,"Knowledge","Bad Outcome","Morality"
"R_3OiR0Od33MuZNhg","MKB",6,7,"Knowledge","Bad Outcome","Morality"
"R_9MmObpWUX0vXmxT","MKB",7,7,"Knowledge","Bad Outcome","Morality"
"R_3MsvDjJ00ZYLBt9","MKB",3,7,"Knowledge","Bad Outcome","Morality"
"R_2uEBUl8vW42ckPv","MKB",7,7,"Knowledge","Bad Outcome","Morality"
"R_3NCkpKh6QruXNnj","MKB",7,7,"Knowledge","Bad Outcome","Morality"
"R_2xDAijuFkMHPdoi","MKB",6,7,"Knowledge","Bad Outcome","Morality"
"R_1hT0EDXw3S1Bg02","MKB",4,8,"Knowledge","Bad Outcome","Morality"
"R_3kCm8jrQRAMR7k5","MKB",7,8,"Knowledge","Bad Outcome","Morality"
"R_2RPKaAqPYJvm1wt","MKB",7,8,"Knowledge","Bad Outcome","Morality"
"R_1nOp86S07OpINY5","MKB",7,8,"Knowledge","Bad Outcome","Morality"
"R_XoxXTgu2TAUvCNj","MKB",7,8,"Knowledge","Bad Outcome","Morality"
"R_2D6RnFmdYIKLDGY","MKB",5,8,"Knowledge","Bad Outcome","Morality"
"R_pa7PJoJkMI2R1Xb","MKB",2,8,"Knowledge","Bad Outcome","Morality"
"R_31G8XueDJF9CjL8","MKB",4,8,"Knowledge","Bad Outcome","Morality"
"R_1JLsL4KtG3SCGHn","MKB",5,8,"Knowledge","Bad Outcome","Morality"
"R_3iCmGjxhdopXlJt","MKB",4,8,"Knowledge","Bad Outcome","Morality"
"R_5irIPLM0AddGbOF","MKB",7,8,"Knowledge","Bad Outcome","Morality"
"R_33peqeOkQZuNdyY","MKB",4,8,"Knowledge","Bad Outcome","Morality"
"R_3oYrx7IsI9AizOA","MKB",5,8,"Knowledge","Bad Outcome","Morality"
"R_2ScebHCzhakr6VH","MKB",6,8,"Knowledge","Bad Outcome","Morality"
"R_2dLp2F09dt3Hyb8","MKB",3,8,"Knowledge","Bad Outcome","Morality"
"R_3j7AZJBf7iTRT3T","MKB",6,8,"Knowledge","Bad Outcome","Morality"
"R_3CJaOFELGTzHaCF","MKB",7,8,"Knowledge","Bad Outcome","Morality"
"R_Xt9CeQyvKvYkvDz","MKB",5,8,"Knowledge","Bad Outcome","Morality"
"R_3hcDhtRRJvUxHMi","MKB",7,8,"Knowledge","Bad Outcome","Morality"
"R_2WxnywwNuEbwNb4","MKB",5,8,"Knowledge","Bad Outcome","Morality"
"R_2qjuUL2StXvHGf5","MKB",5,8,"Knowledge","Bad Outcome","Morality"
"R_12m6aDTcCvk9NXg","MKB",6,8,"Knowledge","Bad Outcome","Morality"
"R_3gV8b7Tp51omQcF","MKB",6,8,"Knowledge","Bad Outcome","Morality"
"R_2bUzt3glVBmuTKT","MKB",6,8,"Knowledge","Bad Outcome","Morality"
"R_1qg13sW0PSdwwpT","MKB",5,8,"Knowledge","Bad Outcome","Morality"
"R_r7q1XXPTW8nQxFf","MKB",5,8,"Knowledge","Bad Outcome","Morality"
"R_2Xhdc4njFbGcgew","MKB",7,8,"Knowledge","Bad Outcome","Morality"
"R_1g0IwzbEJjwNJcd","MKB",5,8,"Knowledge","Bad Outcome","Morality"
"R_3Ed5IerPwhQJPn8","MKB",6,9,"Knowledge","Bad Outcome","Morality"
"R_sXamn1JkfIs4AIV","MKB",3,9,"Knowledge","Bad Outcome","Morality"
"R_1nOp86S07OpINY5","MKB",5,9,"Knowledge","Bad Outcome","Morality"
"R_2TsMSYrtevm9OTP","MKB",6,9,"Knowledge","Bad Outcome","Morality"
"R_2TpkjesdjLIBiWw","MKB",7,9,"Knowledge","Bad Outcome","Morality"
"R_2tsr3IMZZZmu8j7","MKB",6,9,"Knowledge","Bad Outcome","Morality"
"R_3rNTHDTOZB9ar8l","MKB",4,9,"Knowledge","Bad Outcome","Morality"
"R_3OpHzuhAyWXFHjj","MKB",3,9,"Knowledge","Bad Outcome","Morality"
"R_29mlIvWykbwXCnM","MKB",3,9,"Knowledge","Bad Outcome","Morality"
"R_3iCmGjxhdopXlJt","MKB",4,9,"Knowledge","Bad Outcome","Morality"
"R_1Gy4qLlgNT8TLyi","MKB",6,9,"Knowledge","Bad Outcome","Morality"
"R_1QYrsywNCa55XuV","MKB",1,9,"Knowledge","Bad Outcome","Morality"
"R_2EgZgOKousZ5gQd","MKB",7,9,"Knowledge","Bad Outcome","Morality"
"R_1psbDnC86SMKqLF","MKB",6,9,"Knowledge","Bad Outcome","Morality"
"R_2v7aWFNvkA7EDQ8","MKB",7,9,"Knowledge","Bad Outcome","Morality"
"R_1NyKhqJUXO4bp6s","MKB",7,9,"Knowledge","Bad Outcome","Morality"
"R_yxzOHsuSvGtkZnr","MKB",7,9,"Knowledge","Bad Outcome","Morality"
"R_1gdq5PPbWdh4hR2","MKB",4,9,"Knowledge","Bad Outcome","Morality"
"R_2pRnwxbt0bDbkCQ","MKB",5,9,"Knowledge","Bad Outcome","Morality"
"R_2WxnywwNuEbwNb4","MKB",5,9,"Knowledge","Bad Outcome","Morality"
"R_b33zNyLFaa8PeH7","MKB",6,9,"Knowledge","Bad Outcome","Morality"
"R_27erXg8m0NLzg4G","MKB",4,9,"Knowledge","Bad Outcome","Morality"
"R_2wigNvn0TIaPKpA","MKB",3,9,"Knowledge","Bad Outcome","Morality"
"R_1QbCeEijlxNJDb7","MKB",7,9,"Knowledge","Bad Outcome","Morality"
"R_3MsvDjJ00ZYLBt9","MKB",1,9,"Knowledge","Bad Outcome","Morality"
"R_24vLPNyi9ZP5BYI","MKB",7,9,"Knowledge","Bad Outcome","Morality"
"R_1FfHAYQzuH8l6rT","MKB",5,9,"Knowledge","Bad Outcome","Morality"
"R_bIcyzXOO7YOhjhf","MKB",5,9,"Knowledge","Bad Outcome","Morality"
"R_12AaHsymVF0r3kD","MKG",5,1,"Knowledge","Good Outcome","Morality"
"R_rfDOr9YwrCWSGnD","MKG",6,1,"Knowledge","Good Outcome","Morality"
"R_qKmCIe2FmCFNE5P","MKG",5,1,"Knowledge","Good Outcome","Morality"
"R_2a9cjKqSNhYEDUJ","MKG",1,1,"Knowledge","Good Outcome","Morality"
"R_9yr6t9nPRhklN9D","MKG",5,1,"Knowledge","Good Outcome","Morality"
"R_31G8XueDJF9CjL8","MKG",2,1,"Knowledge","Good Outcome","Morality"
"R_qWT7mrr0GirDxW9","MKG",3,1,"Knowledge","Good Outcome","Morality"
"R_27ydlW4vb3gpoVu","MKG",6,1,"Knowledge","Good Outcome","Morality"
"R_3OpHzuhAyWXFHjj","MKG",5,1,"Knowledge","Good Outcome","Morality"
"R_ZHTuiqOszhDFxFn","MKG",7,1,"Knowledge","Good Outcome","Morality"
"R_33peqeOkQZuNdyY","MKG",2,1,"Knowledge","Good Outcome","Morality"
"R_vGJkmYoK5YX3GGB","MKG",4,1,"Knowledge","Good Outcome","Morality"
"R_6RVVURvFODNlQVH","MKG",7,1,"Knowledge","Good Outcome","Morality"
"R_2ScebHCzhakr6VH","MKG",5,1,"Knowledge","Good Outcome","Morality"
"R_125tTIS0YdXyT0k","MKG",4,1,"Knowledge","Good Outcome","Morality"
"R_3lXHlADFJldn0oG","MKG",4,1,"Knowledge","Good Outcome","Morality"
"R_2qgY8D5Mcep6LSB","MKG",1,1,"Knowledge","Good Outcome","Morality"
"R_2TyPGY4bYpdrotX","MKG",5,1,"Knowledge","Good Outcome","Morality"
"R_2WxnywwNuEbwNb4","MKG",5,1,"Knowledge","Good Outcome","Morality"
"R_27erXg8m0NLzg4G","MKG",4,1,"Knowledge","Good Outcome","Morality"
"R_12m6aDTcCvk9NXg","MKG",4,1,"Knowledge","Good Outcome","Morality"
"R_1FkrhjYZRxQqjdb","MKG",7,1,"Knowledge","Good Outcome","Morality"
"R_9MmObpWUX0vXmxT","MKG",5,1,"Knowledge","Good Outcome","Morality"
"R_3MsvDjJ00ZYLBt9","MKG",6,1,"Knowledge","Good Outcome","Morality"
"R_33dwpKJwhyNnADX","MKG",3,1,"Knowledge","Good Outcome","Morality"
"R_2qDXBSjg5oNXYG1","MKG",6,1,"Knowledge","Good Outcome","Morality"
"R_C9bVRuRO9QwhgfT","MKG",4,1,"Knowledge","Good Outcome","Morality"
"R_2X67qOw8iGlfQqf","MKG",1,10,"Knowledge","Good Outcome","Morality"
"R_1nOp86S07OpINY5","MKG",5,10,"Knowledge","Good Outcome","Morality"
"R_2TsMSYrtevm9OTP","MKG",5,10,"Knowledge","Good Outcome","Morality"
"R_0VNNCVZCualoZmV","MKG",4,10,"Knowledge","Good Outcome","Morality"
"R_1otElFglT4OlsWj","MKG",5,10,"Knowledge","Good Outcome","Morality"
"R_wLT7EY2Znf0bqoh","MKG",3,10,"Knowledge","Good Outcome","Morality"
"R_1OxBc5JRpdsUWJI","MKG",7,10,"Knowledge","Good Outcome","Morality"
"R_xz1atBjzqASxMQx","MKG",7,10,"Knowledge","Good Outcome","Morality"
"R_3dXLUOIfVgHhCQP","MKG",4,10,"Knowledge","Good Outcome","Morality"
"R_uadPIK4wYtfAl7r","MKG",5,10,"Knowledge","Good Outcome","Morality"
"R_PNyINuWCdwhp6jn","MKG",3,10,"Knowledge","Good Outcome","Morality"
"R_2B3e8M5TDAmowSS","MKG",3,10,"Knowledge","Good Outcome","Morality"
"R_5irIPLM0AddGbOF","MKG",5,10,"Knowledge","Good Outcome","Morality"
"R_1NgKUH4AHEmZYzc","MKG",4,10,"Knowledge","Good Outcome","Morality"
"R_3CCzfCWYIBuIdAJ","MKG",7,10,"Knowledge","Good Outcome","Morality"
"R_3Mfhd6WAAqUsWK8","MKG",2,10,"Knowledge","Good Outcome","Morality"
"R_724ywM1GDqAVGff","MKG",4,10,"Knowledge","Good Outcome","Morality"
"R_1gdq5PPbWdh4hR2","MKG",2,10,"Knowledge","Good Outcome","Morality"
"R_r6bVJxiBs4nFcB3","MKG",4,10,"Knowledge","Good Outcome","Morality"
"R_Azh66rOWjniMsut","MKG",4,10,"Knowledge","Good Outcome","Morality"
"R_3F20Mg3DCzK3WoH","MKG",1,10,"Knowledge","Good Outcome","Morality"
"R_1qg13sW0PSdwwpT","MKG",2,10,"Knowledge","Good Outcome","Morality"
"R_3m9mguyut5qVssf","MKG",3,10,"Knowledge","Good Outcome","Morality"
"R_3CQrBEtZ5lQIpcw","MKG",4,10,"Knowledge","Good Outcome","Morality"
"R_3Ed5IerPwhQJPn8","MKG",6,11,"Knowledge","Good Outcome","Morality"
"R_6f1F85QWuN84dqh","MKG",5,11,"Knowledge","Good Outcome","Morality"
"R_0VNNCVZCualoZmV","MKG",6,11,"Knowledge","Good Outcome","Morality"
"R_1OxBc5JRpdsUWJI","MKG",6,11,"Knowledge","Good Outcome","Morality"
"R_sBxLDEtrhuhNhHr","MKG",7,11,"Knowledge","Good Outcome","Morality"
"R_xz1atBjzqASxMQx","MKG",6,11,"Knowledge","Good Outcome","Morality"
"R_2a9cjKqSNhYEDUJ","MKG",1,11,"Knowledge","Good Outcome","Morality"
"R_3kwbWTV6WYeXiRJ","MKG",2,11,"Knowledge","Good Outcome","Morality"
"R_1JLsL4KtG3SCGHn","MKG",3,11,"Knowledge","Good Outcome","Morality"
"R_ah0IF43LPgzk95D","MKG",7,11,"Knowledge","Good Outcome","Morality"
"R_2qDYSHGCe6NJbwV","MKG",3,11,"Knowledge","Good Outcome","Morality"
"R_2cCUKmBdoTRW3F8","MKG",7,11,"Knowledge","Good Outcome","Morality"
"R_2dLp2F09dt3Hyb8","MKG",5,11,"Knowledge","Good Outcome","Morality"
"R_bmvHIpDeKEtK8Ct","MKG",7,11,"Knowledge","Good Outcome","Morality"
"R_123Y1lNiyTGvkuR","MKG",1,11,"Knowledge","Good Outcome","Morality"
"R_2OHF0g0x8vRHkKm","MKG",6,11,"Knowledge","Good Outcome","Morality"
"R_1eQBbr1lnGQjYxo","MKG",7,11,"Knowledge","Good Outcome","Morality"
"R_2t9Y0p92WF9V0y8","MKG",6,11,"Knowledge","Good Outcome","Morality"
"R_1GZC3KjYRqvoYBs","MKG",7,11,"Knowledge","Good Outcome","Morality"
"R_Rnb4jHDN9SMgRFf","MKG",7,11,"Knowledge","Good Outcome","Morality"
"R_1FkrhjYZRxQqjdb","MKG",7,11,"Knowledge","Good Outcome","Morality"
"R_1pALeLwV6RZt8Nd","MKG",6,11,"Knowledge","Good Outcome","Morality"
"R_3MSTrMek0UOMf7w","MKG",5,11,"Knowledge","Good Outcome","Morality"
"R_33dwpKJwhyNnADX","MKG",5,11,"Knowledge","Good Outcome","Morality"
"R_2U4R9YVCRv7PyJx","MKG",7,11,"Knowledge","Good Outcome","Morality"
"R_1FfHAYQzuH8l6rT","MKG",6,11,"Knowledge","Good Outcome","Morality"
"R_3g11yW4pQXOGpPp","MKG",3,12,"Knowledge","Good Outcome","Morality"
"R_2qEIhW1LJLQ4mbV","MKG",3,12,"Knowledge","Good Outcome","Morality"
"R_3mmD4DwZ5jzjlKd","MKG",6,12,"Knowledge","Good Outcome","Morality"
"R_24B5lPuhJV6qo7q","MKG",7,12,"Knowledge","Good Outcome","Morality"
"R_2SGlBy7b05SaXmr","MKG",5,12,"Knowledge","Good Outcome","Morality"
"R_3MmM3XBJgTiSVic","MKG",2,12,"Knowledge","Good Outcome","Morality"
"R_2D6RnFmdYIKLDGY","MKG",6,12,"Knowledge","Good Outcome","Morality"
"R_3NxLMGW5vurbIqk","MKG",4,12,"Knowledge","Good Outcome","Morality"
"R_aXWWVtQ1sWX7ail","MKG",5,12,"Knowledge","Good Outcome","Morality"
"R_3plgGlDMYATjG6G","MKG",5,12,"Knowledge","Good Outcome","Morality"
