"subj","question","condition","response","vign","knowledge","outcome","norm"
"R_ClWAQE2QWEXK665","moral","RIG",1,2,"Ignorance","Good Outcome","Rationality"
"R_XsNe3Zd1DVl1Dq1","moral","RIG",1,2,"Ignorance","Good Outcome","Rationality"
"R_3oWU5TTzkXOT60i","moral","RIG",1,2,"Ignorance","Good Outcome","Rationality"
"R_1ig7ZAwQVlqA8k6","moral","RIG",5,2,"Ignorance","Good Outcome","Rationality"
"R_2thE9cXB0Rrflqr","moral","RIG",1,2,"Ignorance","Good Outcome","Rationality"
"R_2RVrFXsvvbJz0Fb","moral","RIG",1,2,"Ignorance","Good Outcome","Rationality"
"R_1DGAWWMOjztPDSV","moral","RIG",1,2,"Ignorance","Good Outcome","Rationality"
"R_29vl5hKOgc7nM6t","moral","RIG",1,2,"Ignorance","Good Outcome","Rationality"
"R_2Ytin91h8nvssDV","moral","RIG",4,3,"Ignorance","Good Outcome","Rationality"
"R_2ALtH8EmiEgNXpb","moral","RIG",1,3,"Ignorance","Good Outcome","Rationality"
"R_1owpLqAhomJbqLA","moral","RIG",4,3,"Ignorance","Good Outcome","Rationality"
"R_yNJqQLUiI0ZYfpn","moral","RIG",1,3,"Ignorance","Good Outcome","Rationality"
"R_27eRaPtZVEaHpMy","moral","RIG",2,3,"Ignorance","Good Outcome","Rationality"
"R_8oXnAAFcxaK83vz","moral","RIG",5,3,"Ignorance","Good Outcome","Rationality"
"R_3lQv6eHNRtQbYl7","moral","RIG",1,3,"Ignorance","Good Outcome","Rationality"
"R_1rPIB8J29JnErnm","moral","RIG",2,3,"Ignorance","Good Outcome","Rationality"
"R_2dLOdsJqKhVH80Q","moral","RIG",1,3,"Ignorance","Good Outcome","Rationality"
"R_3Jruot2HTrZQbGh","moral","RIG",3,3,"Ignorance","Good Outcome","Rationality"
"R_0dIqsoLA4bhUxEJ","moral","RIG",1,3,"Ignorance","Good Outcome","Rationality"
"R_1OBnPYMt6qgk5bm","moral","RIG",1,3,"Ignorance","Good Outcome","Rationality"
"R_1K9ENKGtHpJ9WqV","moral","RIG",3,3,"Ignorance","Good Outcome","Rationality"
"R_1j81MYOOvUb72Zw","moral","RIG",2,3,"Ignorance","Good Outcome","Rationality"
"R_2U9I3DclKD2Xixl","moral","RIG",1,3,"Ignorance","Good Outcome","Rationality"
"R_20NV06kFNyxmdFA","moral","RIG",1,3,"Ignorance","Good Outcome","Rationality"
"R_1eFPnIDqZ5wkA2i","moral","RIG",1,3,"Ignorance","Good Outcome","Rationality"
"R_tE79OZEDTUawN2N","moral","RIG",2,3,"Ignorance","Good Outcome","Rationality"
"R_2Cq3QWBzV1OPZyN","moral","RIG",1,3,"Ignorance","Good Outcome","Rationality"
"R_01bV1iz8tBW0JP3","moral","RIG",2,3,"Ignorance","Good Outcome","Rationality"
"R_2z6C3H6ziUkTYb4","moral","RIG",1,3,"Ignorance","Good Outcome","Rationality"
"R_2q4odT6h4hmmx0T","moral","RIG",2,3,"Ignorance","Good Outcome","Rationality"
"R_27dPUMh2YsN8tL8","moral","RIG",1,3,"Ignorance","Good Outcome","Rationality"
"R_2BqzFPGiuVehjZi","moral","RIG",1,3,"Ignorance","Good Outcome","Rationality"
"R_2BhahPgfSz2lD66","moral","RIG",1,3,"Ignorance","Good Outcome","Rationality"
"R_1GNckx8iR0MyB53","moral","RIG",7,4,"Ignorance","Good Outcome","Rationality"
"R_3dEacrXEDPu37re","moral","RIG",1,4,"Ignorance","Good Outcome","Rationality"
"R_yQ5aBury4JVYJY5","moral","RIG",1,4,"Ignorance","Good Outcome","Rationality"
"R_3sslnUcV4zywwDd","moral","RIG",1,4,"Ignorance","Good Outcome","Rationality"
"R_2rjSi9liLXRDZN7","moral","RIG",1,4,"Ignorance","Good Outcome","Rationality"
"R_UGUiTpKFBX58nqV","moral","RIG",1,4,"Ignorance","Good Outcome","Rationality"
"R_2EjjvYLoRIIqCBq","moral","RIG",1,4,"Ignorance","Good Outcome","Rationality"
"R_V4J6BIXwRTnACBj","moral","RIG",1,4,"Ignorance","Good Outcome","Rationality"
"R_3OcVOM5Ujy545zh","moral","RIG",5,4,"Ignorance","Good Outcome","Rationality"
"R_1q9FXqVDkncqZdx","moral","RIG",1,4,"Ignorance","Good Outcome","Rationality"
"R_YYKKu3bxNR3uiM9","moral","RIG",1,4,"Ignorance","Good Outcome","Rationality"
"R_3knNEnfwNgELtrq","moral","RIG",2,4,"Ignorance","Good Outcome","Rationality"
"R_1OBnPYMt6qgk5bm","moral","RIG",1,4,"Ignorance","Good Outcome","Rationality"
"R_1j81MYOOvUb72Zw","moral","RIG",1,4,"Ignorance","Good Outcome","Rationality"
"R_XsNe3Zd1DVl1Dq1","moral","RIG",1,4,"Ignorance","Good Outcome","Rationality"
"R_1QF5ePps1pJim3v","moral","RIG",1,4,"Ignorance","Good Outcome","Rationality"
"R_2zB0f6P5WEMqAVs","moral","RIG",1,4,"Ignorance","Good Outcome","Rationality"
"R_u1vCx4a5in54gMx","moral","RIG",1,4,"Ignorance","Good Outcome","Rationality"
"R_5n0pcMbiqjK1h8B","moral","RIG",2,4,"Ignorance","Good Outcome","Rationality"
"R_6MtqNC0dygQS5I5","moral","RIG",1,4,"Ignorance","Good Outcome","Rationality"
"R_1reQmhV7MHR1Hjd","moral","RIG",4,4,"Ignorance","Good Outcome","Rationality"
"R_3h4nff7B6R88rHr","moral","RIG",1,4,"Ignorance","Good Outcome","Rationality"
"R_22DhPx3Bg9eSZ1X","moral","RIG",1,4,"Ignorance","Good Outcome","Rationality"
"R_3m9Ie9DPPLj7XEO","moral","RIG",1,4,"Ignorance","Good Outcome","Rationality"
"R_2BaE06eFVQCbqBt","moral","RIG",6,5,"Ignorance","Good Outcome","Rationality"
"R_yQ5aBury4JVYJY5","moral","RIG",1,5,"Ignorance","Good Outcome","Rationality"
"R_2rjSi9liLXRDZN7","moral","RIG",1,5,"Ignorance","Good Outcome","Rationality"
"R_1owpLqAhomJbqLA","moral","RIG",1,5,"Ignorance","Good Outcome","Rationality"
"R_3CVkUpSS8ZyY507","moral","RIG",1,5,"Ignorance","Good Outcome","Rationality"
"R_RWZqZe6IB87Zd1n","moral","RIG",1,5,"Ignorance","Good Outcome","Rationality"
"R_3fIXTvdzh8oxV1L","moral","RIG",4,5,"Ignorance","Good Outcome","Rationality"
"R_3lQv6eHNRtQbYl7","moral","RIG",1,5,"Ignorance","Good Outcome","Rationality"
"R_V4J6BIXwRTnACBj","moral","RIG",1,5,"Ignorance","Good Outcome","Rationality"
"R_UMFIGTr6BLH2Qal","moral","RIG",1,5,"Ignorance","Good Outcome","Rationality"
"R_3rJmHS6AcVh0mA5","moral","RIG",6,5,"Ignorance","Good Outcome","Rationality"
"R_1nUCbhkBuDSPQZb","moral","RIG",1,5,"Ignorance","Good Outcome","Rationality"
"R_1q9FXqVDkncqZdx","moral","RIG",1,5,"Ignorance","Good Outcome","Rationality"
"R_3dFIeuNX3GKX936","moral","RIG",1,5,"Ignorance","Good Outcome","Rationality"
"R_2Qml6F0sgElV2vJ","moral","RIG",1,5,"Ignorance","Good Outcome","Rationality"
"R_1eznzuf8TaZZj8v","moral","RIG",4,5,"Ignorance","Good Outcome","Rationality"
"R_1rNABCQLfGsabgC","moral","RIG",1,5,"Ignorance","Good Outcome","Rationality"
"R_7OFtXJlSTRWI8fL","moral","RIG",4,5,"Ignorance","Good Outcome","Rationality"
"R_3RflkQJbqZ9BSFA","moral","RIG",2,5,"Ignorance","Good Outcome","Rationality"
"R_2D7GOZXVcjokPUR","moral","RIG",3,5,"Ignorance","Good Outcome","Rationality"
"R_2z6C3H6ziUkTYb4","moral","RIG",1,5,"Ignorance","Good Outcome","Rationality"
"R_2eQe2N5vS0VzuL6","moral","RIG",1,5,"Ignorance","Good Outcome","Rationality"
"R_w1yiYligPGlVtMR","moral","RIG",2,5,"Ignorance","Good Outcome","Rationality"
"R_24jAeOHgczY4IBn","moral","RIG",1,5,"Ignorance","Good Outcome","Rationality"
"R_3m9Ie9DPPLj7XEO","moral","RIG",1,5,"Ignorance","Good Outcome","Rationality"
"R_1GNckx8iR0MyB53","moral","RIG",5,6,"Ignorance","Good Outcome","Rationality"
"R_2ALtH8EmiEgNXpb","moral","RIG",2,6,"Ignorance","Good Outcome","Rationality"
"R_3gYMp48vyvxcl3v","moral","RIG",2,6,"Ignorance","Good Outcome","Rationality"
"R_1eG110VDhIh6duq","moral","RIG",1,6,"Ignorance","Good Outcome","Rationality"
"R_3kAQU2kSpWeSWAs","moral","RIG",1,6,"Ignorance","Good Outcome","Rationality"
"R_1pAI15UyGZ5zq21","moral","RIG",1,6,"Ignorance","Good Outcome","Rationality"
"R_O9l03sKDyYPQR1L","moral","RIG",1,6,"Ignorance","Good Outcome","Rationality"
"R_becyCsTdXEcUuU9","moral","RIG",2,6,"Ignorance","Good Outcome","Rationality"
"R_8oXnAAFcxaK83vz","moral","RIG",6,6,"Ignorance","Good Outcome","Rationality"
"R_3012Nf3o7r10OSk","moral","RIG",1,6,"Ignorance","Good Outcome","Rationality"
"R_2dLOdsJqKhVH80Q","moral","RIG",1,6,"Ignorance","Good Outcome","Rationality"
"R_1j81MYOOvUb72Zw","moral","RIG",2,6,"Ignorance","Good Outcome","Rationality"
"R_ClWAQE2QWEXK665","moral","RIG",4,6,"Ignorance","Good Outcome","Rationality"
"R_3hgRQu2g3Pz7B5B","moral","RIG",1,6,"Ignorance","Good Outcome","Rationality"
"R_07YMsQv4tVac8MN","moral","RIG",1,6,"Ignorance","Good Outcome","Rationality"
"R_1Aga2njqskcPlCx","moral","RIG",1,6,"Ignorance","Good Outcome","Rationality"
"R_3po36aIE81qzB29","moral","RIG",1,6,"Ignorance","Good Outcome","Rationality"
"R_1Nb78sivVT7t6j4","moral","RIG",3,6,"Ignorance","Good Outcome","Rationality"
"R_3GfyJpTBwVugnJb","moral","RIG",1,6,"Ignorance","Good Outcome","Rationality"
"R_2D7GOZXVcjokPUR","moral","RIG",3,6,"Ignorance","Good Outcome","Rationality"
"R_33kkkhLBam1S6pm","moral","RIG",1,6,"Ignorance","Good Outcome","Rationality"
"R_27wHjTGw5QIVd3S","moral","RIG",1,6,"Ignorance","Good Outcome","Rationality"
"R_eEc8NFvfssWnOUh","moral","RIG",1,6,"Ignorance","Good Outcome","Rationality"
"R_1n6LaBHx5MNpBYY","moral","RIG",1,6,"Ignorance","Good Outcome","Rationality"
"R_27wl9xEnemWuTXg","moral","RIG",1,6,"Ignorance","Good Outcome","Rationality"
"R_3m9Ie9DPPLj7XEO","moral","RIG",1,6,"Ignorance","Good Outcome","Rationality"
"R_1hSz0Jm1UlkYLv3","moral","RIG",4,7,"Ignorance","Good Outcome","Rationality"
"R_yNJqQLUiI0ZYfpn","moral","RIG",4,7,"Ignorance","Good Outcome","Rationality"
"R_2E5nKKuoxcOOe55","moral","RIG",1,7,"Ignorance","Good Outcome","Rationality"
"R_1jTIkuunUX6Tldu","moral","RIG",4,7,"Ignorance","Good Outcome","Rationality"
"R_3OcVOM5Ujy545zh","moral","RIG",5,7,"Ignorance","Good Outcome","Rationality"
"R_3EooUhbefzP7wTS","moral","RIG",7,7,"Ignorance","Good Outcome","Rationality"
"R_3qHyb5ZjhcoXpSg","moral","RIG",1,7,"Ignorance","Good Outcome","Rationality"
"R_1HqI9csHbUabml7","moral","RIG",1,7,"Ignorance","Good Outcome","Rationality"
"R_3OoVv24Xf5rxDmf","moral","RIG",1,7,"Ignorance","Good Outcome","Rationality"
"R_1j81MYOOvUb72Zw","moral","RIG",4,7,"Ignorance","Good Outcome","Rationality"
"R_XXS7n0tnh79dTe9","moral","RIG",5,7,"Ignorance","Good Outcome","Rationality"
"R_ClWAQE2QWEXK665","moral","RIG",4,7,"Ignorance","Good Outcome","Rationality"
"R_1hZpo9MgTVK15uZ","moral","RIG",7,7,"Ignorance","Good Outcome","Rationality"
"R_2zB0f6P5WEMqAVs","moral","RIG",3,7,"Ignorance","Good Outcome","Rationality"
"R_1mpYMLn3bHMBNJ6","moral","RIG",5,7,"Ignorance","Good Outcome","Rationality"
"R_afxGr8OkWrqX7ON","moral","RIG",7,7,"Ignorance","Good Outcome","Rationality"
"R_3qqfC3A0Yin144U","moral","RIG",4,7,"Ignorance","Good Outcome","Rationality"
"R_1eFPnIDqZ5wkA2i","moral","RIG",2,7,"Ignorance","Good Outcome","Rationality"
"R_2D7GOZXVcjokPUR","moral","RIG",2,7,"Ignorance","Good Outcome","Rationality"
"R_33kkkhLBam1S6pm","moral","RIG",1,7,"Ignorance","Good Outcome","Rationality"
"R_5n0pcMbiqjK1h8B","moral","RIG",1,7,"Ignorance","Good Outcome","Rationality"
"R_3h4nff7B6R88rHr","moral","RIG",1,7,"Ignorance","Good Outcome","Rationality"
"R_2RVrFXsvvbJz0Fb","moral","RIG",6,7,"Ignorance","Good Outcome","Rationality"
"R_8filTUw4nwyQyat","moral","RIG",1,7,"Ignorance","Good Outcome","Rationality"
"R_2e2N00EI0ckZAA6","moral","RIG",1,7,"Ignorance","Good Outcome","Rationality"
"R_1hFpJO86VERnx5F","moral","RIG",1,8,"Ignorance","Good Outcome","Rationality"
"R_3sslnUcV4zywwDd","moral","RIG",1,8,"Ignorance","Good Outcome","Rationality"
"R_10CLRuXIHceFlgX","moral","RIG",4,8,"Ignorance","Good Outcome","Rationality"
"R_DSqMywX85A4m4wN","moral","RIG",1,8,"Ignorance","Good Outcome","Rationality"
"R_3fIXTvdzh8oxV1L","moral","RIG",1,8,"Ignorance","Good Outcome","Rationality"
"R_8doNoWWh9PSxA8p","moral","RIG",1,8,"Ignorance","Good Outcome","Rationality"
"R_8oXnAAFcxaK83vz","moral","RIG",4,8,"Ignorance","Good Outcome","Rationality"
"R_1laYtVxtoX1Y33F","moral","RIG",2,8,"Ignorance","Good Outcome","Rationality"
"R_V4J6BIXwRTnACBj","moral","RIG",1,8,"Ignorance","Good Outcome","Rationality"
"R_2rjxr15Kg7PYtwv","moral","RIG",1,8,"Ignorance","Good Outcome","Rationality"
"R_1OBnPYMt6qgk5bm","moral","RIG",1,8,"Ignorance","Good Outcome","Rationality"
"R_3dFIeuNX3GKX936","moral","RIG",1,8,"Ignorance","Good Outcome","Rationality"
"R_3nfrl4lwiRmjrbK","moral","RIG",2,8,"Ignorance","Good Outcome","Rationality"
"R_3NOQ3IKgQO0M7m2","moral","RIG",3,8,"Ignorance","Good Outcome","Rationality"
"R_3fcx83rEW5yjiXr","moral","RIG",2,8,"Ignorance","Good Outcome","Rationality"
"R_1QF5ePps1pJim3v","moral","RIG",1,8,"Ignorance","Good Outcome","Rationality"
"R_2ygslxE9KKB0U5t","moral","RIG",4,8,"Ignorance","Good Outcome","Rationality"
"R_u1vCx4a5in54gMx","moral","RIG",1,8,"Ignorance","Good Outcome","Rationality"
"R_2D7GOZXVcjokPUR","moral","RIG",2,8,"Ignorance","Good Outcome","Rationality"
"R_eEc8NFvfssWnOUh","moral","RIG",1,8,"Ignorance","Good Outcome","Rationality"
"R_1n6LaBHx5MNpBYY","moral","RIG",1,8,"Ignorance","Good Outcome","Rationality"
"R_2xKtmkxYUNToyYr","moral","RIG",2,8,"Ignorance","Good Outcome","Rationality"
"R_8filTUw4nwyQyat","moral","RIG",1,8,"Ignorance","Good Outcome","Rationality"
"R_3IWhbP0bgUtdAHa","moral","RIG",1,8,"Ignorance","Good Outcome","Rationality"
"R_vTd8rCHIaU7oJTr","moral","RIG",1,8,"Ignorance","Good Outcome","Rationality"
"R_3sslnUcV4zywwDd","moral","RIG",1,9,"Ignorance","Good Outcome","Rationality"
"R_3gYMp48vyvxcl3v","moral","RIG",1,9,"Ignorance","Good Outcome","Rationality"
"R_3oMfMZATScx3dLo","moral","RIG",1,9,"Ignorance","Good Outcome","Rationality"
"R_1hSz0Jm1UlkYLv3","moral","RIG",6,9,"Ignorance","Good Outcome","Rationality"
"R_DSqMywX85A4m4wN","moral","RIG",1,9,"Ignorance","Good Outcome","Rationality"
"R_2f7Cpx4ZrV14c3I","moral","RIG",1,9,"Ignorance","Good Outcome","Rationality"
"R_1eG110VDhIh6duq","moral","RIG",3,9,"Ignorance","Good Outcome","Rationality"
"R_yNJqQLUiI0ZYfpn","moral","RIG",3,9,"Ignorance","Good Outcome","Rationality"
"R_2E5nKKuoxcOOe55","moral","RIG",1,9,"Ignorance","Good Outcome","Rationality"
"R_1OHqE9UmAFBJb5B","moral","RIG",1,9,"Ignorance","Good Outcome","Rationality"
"R_1nUCbhkBuDSPQZb","moral","RIG",1,9,"Ignorance","Good Outcome","Rationality"
"R_2dyzltpiZ1UPAWU","moral","RIG",1,9,"Ignorance","Good Outcome","Rationality"
"R_1OBnPYMt6qgk5bm","moral","RIG",2,9,"Ignorance","Good Outcome","Rationality"
"R_ClWAQE2QWEXK665","moral","RIG",1,9,"Ignorance","Good Outcome","Rationality"
"R_1qW17ExgKE43t1L","moral","RIG",3,9,"Ignorance","Good Outcome","Rationality"
"R_2Vrym3e2jMG6h2B","moral","RIG",1,9,"Ignorance","Good Outcome","Rationality"
"R_1gGE1y5MAA9R7XL","moral","RIG",1,9,"Ignorance","Good Outcome","Rationality"
"R_2zB0f6P5WEMqAVs","moral","RIG",2,9,"Ignorance","Good Outcome","Rationality"
"R_3GfyJpTBwVugnJb","moral","RIG",1,9,"Ignorance","Good Outcome","Rationality"
"R_2eQe2N5vS0VzuL6","moral","RIG",1,9,"Ignorance","Good Outcome","Rationality"
"R_2TGl5rAxFg4Ja9n","moral","RIG",4,9,"Ignorance","Good Outcome","Rationality"
"R_12Eh3iGCcCjMa1a","moral","RIG",1,9,"Ignorance","Good Outcome","Rationality"
"R_3IWhbP0bgUtdAHa","moral","RIG",2,9,"Ignorance","Good Outcome","Rationality"
"R_2BqzFPGiuVehjZi","moral","RIG",4,9,"Ignorance","Good Outcome","Rationality"
"R_27wl9xEnemWuTXg","moral","RIG",1,9,"Ignorance","Good Outcome","Rationality"
"R_1hFpJO86VERnx5F","moral","RIG",1,10,"Ignorance","Good Outcome","Rationality"
"R_3sslnUcV4zywwDd","moral","RIG",1,10,"Ignorance","Good Outcome","Rationality"
"R_3kAQU2kSpWeSWAs","moral","RIG",1,10,"Ignorance","Good Outcome","Rationality"
"R_2P7n2kkR8AWqwbA","moral","RIG",4,10,"Ignorance","Good Outcome","Rationality"
"R_yNJqQLUiI0ZYfpn","moral","RIG",4,10,"Ignorance","Good Outcome","Rationality"
"R_2EjjvYLoRIIqCBq","moral","RIG",1,10,"Ignorance","Good Outcome","Rationality"
"R_3Jruot2HTrZQbGh","moral","RIG",5,10,"Ignorance","Good Outcome","Rationality"
"R_1q9FXqVDkncqZdx","moral","RIG",1,10,"Ignorance","Good Outcome","Rationality"
"R_11YiJHgplnC6tFv","moral","RIG",1,10,"Ignorance","Good Outcome","Rationality"
"R_2AYi3BxnEZfqpZK","moral","RIG",2,10,"Ignorance","Good Outcome","Rationality"
"R_3dEoUSu6qECFvKn","moral","RIG",1,10,"Ignorance","Good Outcome","Rationality"
"R_3EooUhbefzP7wTS","moral","RIG",1,10,"Ignorance","Good Outcome","Rationality"
"R_ClWAQE2QWEXK665","moral","RIG",3,10,"Ignorance","Good Outcome","Rationality"
"R_20NV06kFNyxmdFA","moral","RIG",1,10,"Ignorance","Good Outcome","Rationality"
"R_afxGr8OkWrqX7ON","moral","RIG",7,10,"Ignorance","Good Outcome","Rationality"
"R_3NO47xvvycbvzBG","moral","RIG",1,10,"Ignorance","Good Outcome","Rationality"
"R_1eFPnIDqZ5wkA2i","moral","RIG",1,10,"Ignorance","Good Outcome","Rationality"
"R_2Cq3QWBzV1OPZyN","moral","RIG",1,10,"Ignorance","Good Outcome","Rationality"
"R_2fBaVreqDqBruXh","moral","RIG",1,10,"Ignorance","Good Outcome","Rationality"
"R_25DUqlbL8SGqIxj","moral","RIG",1,10,"Ignorance","Good Outcome","Rationality"
"R_26bVztdvcmp8BFF","moral","RIG",1,10,"Ignorance","Good Outcome","Rationality"
"R_22DhPx3Bg9eSZ1X","moral","RIG",2,10,"Ignorance","Good Outcome","Rationality"
"R_24jAeOHgczY4IBn","moral","RIG",6,10,"Ignorance","Good Outcome","Rationality"
"R_3pc2SajQMwMp0iD","moral","RIG",7,10,"Ignorance","Good Outcome","Rationality"
"R_2Ytin91h8nvssDV","moral","RIG",4,11,"Ignorance","Good Outcome","Rationality"
"R_Q534Tnfs8LfhP45","moral","RIG",1,11,"Ignorance","Good Outcome","Rationality"
"R_10CLRuXIHceFlgX","moral","RIG",5,11,"Ignorance","Good Outcome","Rationality"
"R_3irFzIpUee1oyIw","moral","RIG",1,11,"Ignorance","Good Outcome","Rationality"
"R_w7NViULEpgQxUgp","moral","RIG",1,11,"Ignorance","Good Outcome","Rationality"
"R_31SGa7E11qtYGmd","moral","RIG",1,11,"Ignorance","Good Outcome","Rationality"
"R_qQIhaR6uiDnK1vH","moral","RIG",1,11,"Ignorance","Good Outcome","Rationality"
"R_3hsEcL8K61hnh9l","moral","RIG",1,11,"Ignorance","Good Outcome","Rationality"
"R_2upNOfxuM42nqCu","moral","RIG",1,11,"Ignorance","Good Outcome","Rationality"
"R_PA6KpxrYWZ5Jo4N","moral","RIG",1,11,"Ignorance","Good Outcome","Rationality"
"R_2dyzltpiZ1UPAWU","moral","RIG",1,11,"Ignorance","Good Outcome","Rationality"
"R_3dFIeuNX3GKX936","moral","RIG",1,11,"Ignorance","Good Outcome","Rationality"
"R_3Etd67tIHFIwR1n","moral","RIG",1,11,"Ignorance","Good Outcome","Rationality"
"R_129EicnzW5N4gT2","moral","RIG",2,11,"Ignorance","Good Outcome","Rationality"
"R_1gGE1y5MAA9R7XL","moral","RIG",2,11,"Ignorance","Good Outcome","Rationality"
